feature1,feature2,target
3.382303886,3.53754439,1
2.581700795,3.853885017,1
3.989441994,3.469025289,1
2.152811693,3.857592322,1
2.07855463,3.534388554,1
3.06243211,4.530092717,1
2.712279311,4.208172942,1
2.637033391,3.767056315,1
3.249382426,4.055719662,1
3.571071224,4.22628764,1
3.119335434,4.22992025,1
3.326551995,3.690343291,1
2.716490925,4.076218949,1
3.300698246,3.923643123,1
3.174613906,4.801526954,1
2.956021931,3.786389054,1
3.389840435,3.970466525,1
3.811441417,4.117797925,1
3.13468377,4.421057422,1
2.943617677,3.909158556,1
3.192520526,4.097832795,1
3.358920094,4.719262775,1
3.064777756,4.355508412,1
3.101501025,4.315393916,1
2.887386673,4.356801342,1
3.316234847,3.400180148,1
3.374300584,4.165758734,1
3.640536437,4.353943792,1
3.221112498,4.759735861,1
2.484614433,3.39407122,1
2.998780059,4.207725775,1
3.004473403,3.991459109,1
3.23375127,3.572891209,1
2.177091623,3.481148256,1
2.722299662,4.107819036,1
2.277544964,4.013393946,1
2.564115915,3.920711141,1
2.959714273,3.636142729,1
3.66264339,4.639182743,1
2.780262705,4.292272754,1
2.446070984,4.213151995,1
2.71045626,4.267447203,1
3.96714698,4.261740154,1
3.376132649,3.609499362,1
2.642157614,3.397259821,1
2.610154707,3.631476804,1
2.518296869,4.680583072,1
3.534829354,4.612010883,1
3.12116736,4.41033762,1
3.381817062,2.716486291,1
3.604983882,4.246936207,1
3.25890034,3.575185686,1
2.934108571,3.929714154,1
2.479633541,3.385493411,1
3.039937737,3.453287336,1
2.326597016,3.919749453,1
3.933831786,3.539089859,1
2.743737131,4.002427797,1
3.588612669,3.554400475,1
3.274883165,4.294040101,1
3.218337709,4.126177083,1
2.798211744,4.459483218,1
3.231316129,4.335770781,1
3.915041329,4.32981525,1
2.160637071,3.805579913,1
3.046053405,4.528211835,1
2.865961338,4.639702518,1
2.58068484,3.815751428,1
3.236296027,3.426106852,1
3.118739909,3.917232183,1
2.653241831,3.572407894,1
2.629465272,3.880885827,1
3.168279275,3.809358584,1
3.291810608,3.776335543,1
2.490183915,4.370429205,1
3.149892329,4.237776582,1
2.581050331,3.970780009,1
2.921714227,4.160597658,1
3.381191543,3.20792856,1
2.422667794,4.27343486,1
3.061506731,4.326148742,1
3.458478325,4.009429069,1
3.351461446,3.731367367,1
2.849571539,4.099371127,1
3.991617807,4.594277765,1
2.827724159,4.227302388,1
3.065642226,4.453413371,1
3.182649222,3.866480025,1
2.604146271,4.87535783,1
3.330817313,4.161802491,1
2.892218318,4.295778953,1
2.79987877,4.255315022,1
3.11309171,4.950584751,1
3.39052015,4.539652239,1
2.232337743,3.014598883,1
2.714361832,4.342426843,1
2.990697682,4.009356279,1
2.990011056,4.706043693,1
2.858702433,4.317016754,1
2.199297344,4.098276555,1
3.883797525,4.224935721,1
3.038405965,4.790296687,1
2.81917121,4.87196251,1
2.415458804,4.064036659,1
2.743792143,3.573920209,1
3.246887956,3.216666661,1
3.500692338,3.746899703,1
2.790164948,4.516778575,1
2.99192003,3.720497629,1
3.295380654,4.281515465,1
2.959306724,3.860296203,1
3.010258298,4.213775811,1
3.420437705,4.154705513,1
2.598247982,4.035802787,1
3.257582464,4.209228653,1
2.653869805,4.253920831,1
2.983835874,4.214695922,1
3.393843731,3.337801621,1
3.162549549,3.195769705,1
2.651982383,3.811925234,1
3.368341261,4.419859772,1
2.613350012,4.076447021,1
3.676141962,3.810471911,1
2.701576123,4.557344572,1
2.888956849,4.488903755,1
2.757646716,3.829203347,1
3.983763888,3.806303397,1
3.170481981,4.001373463,1
2.412553154,3.969588951,1
3.192609946,3.683928111,1
3.279298309,4.113217299,1
2.362505307,4.258452332,1
3.297900664,3.497866549,1
2.732897035,4.755350503,1
3.540769326,4.398468447,1
2.957364234,3.971925449,1
3.068636884,3.87998719,1
2.782862331,3.663856566,1
2.629051858,4.014356768,1
2.93136255,3.991394273,1
3.071866143,3.941935324,1
2.999301608,4.233107059,1
2.438257693,4.000442934,1
3.314412567,4.253554559,1
2.713327947,4.046664,1
3.263638399,4.497696087,1
2.986799623,3.84599947,1
2.520440801,4.47226772,1
2.587853937,4.132437906,1
3.727213725,3.675402736,1
3.321062552,3.57206757,1
2.728380282,3.597258461,1
3.41088633,3.721143563,1
3.064514787,3.601122689,1
3.190536058,3.518583279,1
3.008814931,4.037156811,1
3.715082976,4.18989928,1
3.181696851,3.951884935,1
2.904531266,4.073601926,1
3.556633465,4.257923945,1
2.705379222,4.051468132,1
2.877932349,4.129712571,1
2.654805809,4.701015884,1
2.916711196,4.464016653,1
2.500265565,4.020118968,1
3.001710319,4.063091502,1
3.677089988,4.550547931,1
3.610495709,3.482476208,1
2.654210513,4.590601193,1
2.864363649,4.162673675,1
2.907521757,3.98968404,1
2.932177812,3.923333804,1
3.409228098,3.090031528,1
2.796463153,3.785467531,1
2.253654172,4.357154699,1
2.448597349,4.354912399,1
2.51517834,4.000774091,1
2.727486771,4.165313142,1
3.401094983,3.582707062,1
3.478721685,4.34568604,1
2.361661261,3.916110963,1
2.858054235,4.190169307,1
3.544075157,4.118164911,1
3.020823646,3.455558577,1
2.254264005,3.86059491,1
3.250592045,4.100961765,1
2.891321517,4.289420274,1
3.302197096,3.972099559,1
2.611340043,3.720749035,1
2.969905054,3.557234181,1
2.528966089,4.687894815,1
3.316923607,3.702976058,1
3.438782227,3.557490246,1
3.322213839,3.417202908,1
2.798783654,4.718283559,1
2.953679562,4.828523116,1
3.319388395,3.481301284,1
2.634367747,3.770959319,1
3.165709613,3.852915363,1
2.649135529,3.748927339,1
2.891808729,4.155307089,1
2.80768345,4.736262794,1
3.342753502,3.705858235,1
2.555154561,3.684134181,1
3.211010589,3.025618065,1
2.795043614,3.60302005,1
3.096083821,3.624826097,1
2.945131951,3.964394118,1
2.797340556,3.198289429,1
2.869447509,3.534171692,1
3.445202372,4.474680102,1
2.99042037,4.063869751,1
2.854105839,3.660400204,1
2.391585442,3.645734602,1
3.049685037,4.401697503,1
3.186486268,4.472966079,1
3.165514755,4.32554046,1
2.799971769,4.082869434,1
2.837099661,3.653315433,1
3.019714715,4.232877669,1
2.691844064,3.673749822,1
3.138937797,4.054808945,1
3.254551839,5.161379826,1
3.468148453,4.347926262,1
3.381127715,4.25429897,1
2.786609637,3.864082495,1
2.888602291,4.442748466,1
2.652071546,3.990065431,1
3.232751984,4.467187227,1
2.803203301,3.434377767,1
3.176403124,3.718203737,1
2.884398026,3.968237073,1
3.618646657,3.839699563,1
4.154692363,4.506452442,1
2.999686818,4.346364587,1
3.446894581,4.081686243,1
3.487714737,3.629428082,1
3.242408767,4.424188692,1
2.869975825,4.3214762,1
2.214070999,4.852564786,1
3.693274447,4.537504257,1
2.719198,3.538612807,1
2.721122822,4.219397724,1
2.809996646,4.068663752,1
2.545018984,3.952837421,1
2.780803887,3.756240763,1
2.853137713,4.560921849,1
3.041150567,4.609354808,1
3.604361481,4.294743533,1
2.887130268,4.613368659,1
3.395819921,3.608548667,1
3.053968521,3.566894374,1
3.21747937,4.074030833,1
2.518650745,4.191730957,1
2.913122288,4.338116479,1
3.109116564,3.917764517,1
3.004843515,3.470114303,1
2.784145899,3.785347354,1
3.509997474,4.627597302,1
3.239400756,4.33127533,1
3.152630054,4.204469596,1
3.215306936,3.106295523,1
2.78362654,4.62568926,1
2.512713699,4.451758252,1
3.741139224,4.043464686,1
2.925972433,4.060687619,1
2.734165413,3.989481731,1
2.79529422,3.286760182,1
2.691005151,4.484087913,1
2.684588988,3.875123671,1
2.721896522,4.109593954,1
2.757418466,4.844322212,1
2.101933148,3.79998386,1
3.307805602,3.517836776,1
3.23874636,4.238627837,1
3.072575594,4.581920725,1
2.496871669,4.665013527,1
3.238664442,3.128257083,1
3.194728131,3.732972957,1
2.877337218,4.161847994,1
2.726198939,4.691395182,1
3.2276559,4.337023898,1
2.99150629,3.70962398,1
3.567298167,4.203197222,1
3.349899141,3.198771095,1
3.269387411,4.081770847,1
3.275542839,3.383384937,1
2.261590728,4.100080944,1
3.358578651,4.415507494,1
2.747172575,3.609674359,1
3.273313368,4.264482107,1
3.319165009,3.978618132,1
2.894918653,4.145951542,1
3.39793489,4.071111233,1
2.840565641,4.053412785,1
2.667871841,3.808087807,1
2.825754471,4.327924746,1
2.922986906,4.362286796,1
3.820772666,4.629499831,1
3.54259463,3.999042338,1
2.871980213,3.410430603,1
2.750684945,4.168318921,1
2.833923343,3.884643538,1
2.736952498,3.708011577,1
3.451563011,3.729127267,1
2.946076117,4.024599145,1
3.062194684,3.941112412,1
3.150292772,4.632347473,1
3.234828518,3.73970131,1
1.932366564,4.065585358,1
3.132389757,3.783526943,1
2.775918708,4.461080895,1
2.937514984,4.102304997,1
3.19569606,3.446284281,1
2.704977382,4.499110408,1
3.180897447,4.281843321,1
2.100405299,3.871018639,1
2.918378324,4.69443522,1
3.344611946,4.431184066,1
2.654926656,2.877502117,1
2.839620269,4.346343199,1
2.365482527,4.100993281,1
2.902330559,4.148820107,1
2.617134453,4.279214858,1
2.638645681,4.113758029,1
3.740879059,3.984227007,1
2.764182282,3.918062769,1
3.036576499,3.634084679,1
3.291899232,4.267831777,1
2.379020531,4.053451845,1
2.693638559,3.19026752,1
3.076633155,3.434297644,1
3.083044912,3.861735222,1
3.418779383,4.554368195,1
2.292355576,3.275057869,1
3.472442558,4.416127533,1
2.600514974,3.548659073,1
3.314572855,4.463470476,1
3.207061272,3.586130621,1
3.162532473,3.810992737,1
2.899118452,4.115226292,1
2.823730682,4.121812819,1
2.611408818,3.602261168,1
2.936396458,3.269728814,1
2.545060268,4.168682835,1
2.706222988,3.075876068,1
2.163167546,3.608464246,1
3.299209182,4.615803401,1
2.967955321,3.300553995,1
2.98556405,3.604766575,1
2.649585195,4.20059915,1
3.193969516,4.028512376,1
3.354674369,3.906811375,1
2.843588043,4.930282581,1
2.948141595,3.913300951,1
2.618801332,3.512381346,1
2.725641908,3.815867301,1
2.952800635,4.073360901,1
3.55692975,4.263958049,1
2.65714459,4.27748294,1
2.313786516,3.269337692,1
3.504493767,4.815211938,1
3.088756933,4.288938878,1
1.744781958,3.732107728,1
3.660832726,4.6992365,1
2.662443625,4.49638403,1
2.814014873,3.412709978,1
2.994361031,4.534208875,1
3.551508514,3.452826882,1
3.059209028,3.675813407,1
2.729032757,4.208199453,1
3.222008843,3.717131593,1
3.480883684,3.821228483,1
2.167630287,4.268322486,1
3.12376651,3.860282349,1
3.610033688,4.202158724,1
2.679643262,4.361623896,1
2.86023406,4.557303895,1
3.241419492,3.537462505,1
3.307276374,4.396050583,1
2.436154005,4.018663321,1
3.064146452,3.584612617,1
2.960860255,3.925433878,1
3.167000998,3.819305929,1
2.893926905,4.255681328,1
2.881320905,3.934419344,1
2.650951735,4.048951031,1
2.779329692,4.144849433,1
3.210828868,3.575943055,1
2.866902313,4.106100404,1
2.453667384,3.704091411,1
3.094173918,3.755842628,1
3.543102121,4.256507161,1
2.803615962,4.170197407,1
3.354508987,3.388712296,1
3.154339482,3.868862517,1
3.373345833,3.548128781,1
3.374389758,3.820866176,1
2.768440654,3.963158934,1
3.313033664,4.143118899,1
2.761249549,3.446185036,1
3.05227047,3.682659179,1
2.58583034,3.763093418,1
3.441675642,3.692110962,1
3.113003009,3.440398213,1
2.676649287,4.20908722,1
2.868736668,3.581837365,1
3.000893796,4.048111864,1
2.641910231,3.388109888,1
3.269708761,4.46077813,1
3.463033286,3.969607509,1
3.035913357,3.854535382,1
2.493506691,3.680658365,1
2.966281998,4.122246754,1
3.049224525,4.08444101,1
3.00235666,4.168745445,1
2.5512769,4.989882666,1
3.001824159,4.453545064,1
3.02978392,3.986354986,1
3.055039286,4.719618646,1
3.560836011,3.709163028,1
3.437934486,4.785788804,1
3.504345328,3.897635829,1
3.54402652,4.184743476,1
-2.101291978,0.149413037,-1
-2.015894971,1.0400483,-1
-2.552269424,1.41325722,-1
-1.6380133,0.938721617,-1
-1.762205383,1.742578382,-1
-1.76578011,0.988567762,-1
-2.599433198,1.537520291,-1
-2.417286476,0.991194556,-1
-1.74612509,1.131088703,-1
-1.670375645,1.458034568,-1
-1.126492665,0.915182619,-1
-1.616751585,0.729006772,-1
-2.153347092,1.339288859,-1
-2.022863706,0.781604939,-1
-1.998542277,1.753211482,-1
-1.246424041,0.641391304,-1
-2.195403635,1.616277521,-1
-1.691835536,1.261995758,-1
-2.172041273,0.673291456,-1
-1.594394909,0.784317725,-1
-1.133757036,0.991840895,-1
-1.831206602,1.073865486,-1
-2.15078697,0.852447754,-1
-2.068246549,0.866840225,-1
-1.958296755,0.768736118,-1
-1.712812792,1.611115548,-1
-1.897901733,1.316000542,-1
-2.988447399,1.269629558,-1
-1.90739497,0.894447388,-1
-2.400021381,0.763749622,-1
-2.166868761,1.211619006,-1
-2.138127741,1.05205707,-1
-1.545118094,0.60604726,-1
-2.099043875,0.71369654,-1
-1.62866552,1.112993524,-1
-1.859910043,0.835219691,-1
-2.699734958,1.009030295,-1
-1.868363073,1.117469424,-1
-1.877889373,1.310951335,-1
-2.542742115,1.406999072,-1
-2.384421461,1.038355468,-1
-2.00260827,0.393860163,-1
-2.431178908,1.834837083,-1
-1.963027923,0.823170754,-1
-2.40888997,0.394840156,-1
-1.805962146,1.146747043,-1
-1.425086769,0.517466455,-1
-1.83012701,1.116510977,-1
-1.821277169,0.542102951,-1
-1.874548393,0.327285281,-1
-1.99676391,1.355960206,-1
-1.904157491,0.857564214,-1
-2.178662743,1.143223356,-1
-1.725734597,0.763675231,-1
-2.142967624,1.206366874,-1
-2.159397734,0.568165871,-1
-1.652497183,0.974424388,-1
-1.480151668,1.413212786,-1
-1.695816739,1.403536268,-1
-1.500960729,1.235839492,-1
-2.486840688,1.090144517,-1
-1.646528899,0.689832835,-1
-2.753700742,1.620047902,-1
-2.275703726,0.600391196,-1
-1.745273943,1.002208297,-1
-2.533363576,1.266115874,-1
-2.546478967,0.724015351,-1
-1.952769722,0.701924928,-1
-1.568632036,1.471232482,-1
-1.665916297,1.182791469,-1
-1.42389672,1.29181379,-1
-1.96301447,0.970432367,-1
-2.178228138,1.036330817,-1
-1.464299079,1.272447507,-1
-2.337216604,0.843796427,-1
-2.227391759,1.162587947,-1
-1.691366977,1.238934922,-1
-2.355814205,0.836988277,-1
-2.182813089,0.951194237,-1
-2.391580567,1.273268257,-1
-2.338587145,0.448086521,-1
-1.541990542,1.609709319,-1
-1.939138313,0.859309168,-1
-2.487674663,0.51897114,-1
-2.32478203,1.178836805,-1
-2.553474383,0.920375758,-1
-2.521841384,-0.071778211,-1
-2.392152581,0.96996073,-1
-1.785030824,1.597790622,-1
-1.733844071,1.574055649,-1
-1.719693939,0.433360552,-1
-1.748976931,1.271973694,-1
-2.398040654,1.169175864,-1
-1.730170627,1.584578446,-1
-1.363863758,0.64943816,-1
-1.915333784,0.554401606,-1
-1.852982448,1.419950334,-1
-2.883023888,1.515832159,-1
-2.36985183,0.887919856,-1
-1.622992159,1.170683186,-1
-2.046144274,1.133385973,-1
-1.840308227,1.210170228,-1
-1.496459474,1.190013134,-1
-1.901972122,1.383141187,-1
-2.258604808,1.034067399,-1
-1.706385447,0.837494318,-1
-1.606677714,0.915283944,-1
-1.574274714,0.442276267,-1
-1.802353434,1.408136685,-1
-2.331813034,1.339406041,-1
-2.491159241,1.406036205,-1
-2.45677667,0.50268589,-1
-2.630558063,1.349423205,-1
-1.6891747,1.3919176,-1
-2.146357392,1.321979425,-1
-2.085303353,0.785432883,-1
-1.60783092,1.45356071,-1
-2.235446743,1.367701697,-1
-2.02590513,1.59499688,-1
-1.83250813,0.970177776,-1
-2.381321406,0.67559756,-1
-1.787696574,0.741226948,-1
-1.707102319,1.250089646,-1
-1.868597287,0.399990774,-1
-2.215052666,1.585790885,-1
-1.22773129,0.564017362,-1
-2.659850191,0.298437577,-1
-1.647310444,0.60689841,-1
-2.487968117,1.532275203,-1
-1.610351044,0.813437979,-1
-1.731774752,0.920946238,-1
-1.876506457,1.131604327,-1
-2.007472237,1.640033423,-1
-2.217242698,1.346232226,-1
-1.736215502,0.981306604,-1
-1.59837593,0.962308481,-1
-2.413360404,1.307862243,-1
-1.649439793,1.499658319,-1
-1.781322774,0.652358813,-1
-2.381651179,0.656873347,-1
-2.165015856,2.439274515,-1
-1.496435876,0.359035928,-1
-1.65632445,0.979359073,-1
-1.88123482,1.228468842,-1
-2.041480945,0.569471507,-1
-2.038289164,1.211159605,-1
-1.474660923,0.45867318,-1
-2.564222941,0.360680306,-1
-1.816685425,0.79325058,-1
-2.309076972,1.36888576,-1
-1.917526734,0.918258021,-1
-2.812411402,1.013951807,-1
-2.54623415,0.561873354,-1
-2.027150445,1.69810046,-1
-1.699763617,1.684325602,-1
-1.289538107,0.580633562,-1
-1.902465783,1.135592793,-1
-1.725079886,0.258619801,-1
-2.548139825,0.681367928,-1
-2.014894013,1.925063437,-1
-2.031869812,0.996585782,-1
-1.978331212,0.671738837,-1
-1.39099166,0.92851362,-1
-2.066586212,1.338397173,-1
-1.160466029,0.15271023,-1
-1.649350558,0.373525007,-1
-1.622430816,1.028227935,-1
-1.546232997,1.504729959,-1
-2.150508782,1.011842749,-1
-2.128076513,-0.200460436,-1
-1.181299361,1.356219699,-1
-2.453531395,0.84173579,-1
-1.845446047,1.206777563,-1
-1.784420575,1.51493977,-1
-2.382946349,1.684177281,-1
-1.485773746,0.681198049,-1
-1.861880319,0.741559443,-1
-1.815254699,0.867341387,-1
-2.257023729,1.344406395,-1
-1.760157778,1.165077071,-1
-1.646146358,0.843638137,-1
-2.095512668,0.622027609,-1
-1.330260645,1.824794057,-1
-2.157884577,0.989890556,-1
-1.413021981,0.891043138,-1
-1.638627969,1.107346192,-1
-2.044686771,1.053493677,-1
-1.230144376,1.367743231,-1
-1.301895128,1.245677569,-1
-1.838269192,0.84257108,-1
-1.779512254,0.900766133,-1
-2.258329148,0.203723012,-1
-1.615857125,0.803322253,-1
-1.447439194,1.11819319,-1
-1.68870675,1.450538016,-1
-1.810380885,1.138112132,-1
-1.748135737,0.540899865,-1
-2.477321517,1.278551465,-1
-1.471316931,0.860972948,-1
-1.783526984,1.525540031,-1
-2.471164613,0.670506004,-1
-2.218563252,1.736860911,-1
-2.14786698,1.721813702,-1
-2.058473946,1.228064157,-1
-2.087353477,0.816969288,-1
-2.365932214,1.007304318,-1
-1.90959023,1.17766213,-1
-2.171868881,0.125766857,-1
-2.004655663,0.813120553,-1
-1.817010494,1.16337219,-1
-2.530675325,1.220582653,-1
-2.365191229,1.779369146,-1
-1.60216135,0.963516395,-1
-2.145845868,1.400121057,-1
-2.501357489,0.635097345,-1
-2.19788503,1.009335514,-1
-1.877325568,1.145502977,-1
-2.514951007,1.493255925,-1
-1.848989818,1.361964386,-1
-1.776424502,1.184444106,-1
-2.067145344,1.127967196,-1
-1.804045415,0.151356384,-1
-1.815426157,1.702085411,-1
-2.502448264,0.785935819,-1
-1.876360604,1.028396387,-1
-2.043676463,0.569964066,-1
-1.559877787,1.085433707,-1
-1.488220466,1.55455354,-1
-2.314333758,0.764748364,-1
-1.846170083,1.300977371,-1
-1.336996565,0.925650898,-1
-1.379744691,0.698136568,-1
-1.849233097,1.56573198,-1
-3.036750766,0.242769825,-1
-2.461677161,1.578743563,-1
-2.543263488,1.43304031,-1
-1.259458077,0.712050055,-1
-1.998123147,0.672499666,-1
-2.13634603,1.043454528,-1
-2.297432196,0.629969847,-1
-1.619392333,1.470830035,-1
-2.190603751,0.642455721,-1
-1.547800382,1.353983046,-1
-1.517902433,1.257633768,-1
-1.826037901,1.173476514,-1
-2.378708169,1.21044423,-1
-2.028091332,0.532100502,-1
-1.906751052,0.306248021,-1
-2.047086952,0.459193951,-1
-1.479174008,1.8259028,-1
-2.314430945,1.67721863,-1
-1.808533858,0.90235327,-1
-2.575027169,1.398518092,-1
-1.502493515,1.048709617,-1
-1.822930697,1.621481505,-1
-2.318541223,1.174817394,-1
-1.282584918,1.237691977,-1
-1.722329752,0.669613816,-1
-1.360681856,0.791226928,-1
-2.14587863,0.885822788,-1
-2.485984569,1.063046179,-1
-2.53273296,1.085302574,-1
-2.129064049,1.390383243,-1
-2.688810334,1.139312222,-1
-1.776879685,1.238157836,-1
-3.005318451,1.047074644,-1
-2.513775765,0.852518698,-1
-2.216593538,1.077410036,-1
-2.188047807,0.695675104,-1
-1.661119938,0.919603298,-1
-2.035550756,1.167593707,-1
-1.653418024,1.183677642,-1
-2.99896566,1.193305755,-1
-1.91756347,1.225409048,-1
-2.494167903,1.013034639,-1
-2.13439017,1.139953335,-1
-1.607030634,0.6573838,-1
-1.687981602,1.679554851,-1
-1.876293333,1.407158057,-1
-1.688849376,1.298585615,-1
-2.905035016,1.317030292,-1
-1.473102984,0.861087946,-1
-1.826281619,1.097646896,-1
-1.425537392,1.278329244,-1
-2.675159697,0.952944523,-1
-1.802260986,0.262301135,-1
-2.081167456,1.598314323,-1
-2.572906459,0.767875812,-1
-1.748789186,1.01565723,-1
-1.627627378,1.123477081,-1
-2.751521563,0.723012525,-1
-1.650932233,0.919935629,-1
-1.866170891,0.429155422,-1
-1.879994957,1.056893922,-1
-2.243807562,0.896253527,-1
-2.743607746,1.491689598,-1
-2.09471879,1.284761119,-1
-2.43045662,0.425595486,-1
-1.750167389,1.155234832,-1
-2.343196299,1.568573067,-1
-1.93955749,1.355588821,-1
-1.475706911,2.095727771,-1
-1.259933513,-0.019979912,-1
-1.810441107,1.077669315,-1
-1.81828245,0.759556574,-1
-1.453532644,1.147765121,-1
-2.401204281,1.116439797,-1
-2.005333176,0.944887155,-1
-2.103856405,0.514227164,-1
-2.148566672,1.896783422,-1
-2.325660008,0.842940473,-1
-1.813561173,1.347110526,-1
-2.779626804,0.845406355,-1
-2.470816041,1.886365085,-1
-1.634175538,0.704529291,-1
-1.79537241,1.536048938,-1
-2.20062381,1.275465612,-1
-1.71085717,1.228856571,-1
-1.922432119,0.726516851,-1
-2.10239393,1.341314501,-1
-2.320478918,0.656682097,-1
-1.913823177,1.243594921,-1
-2.71845739,0.740106286,-1
-1.48755597,1.445355563,-1
-1.913095696,0.53403323,-1
-3.058950175,0.88751861,-1
-2.632988681,0.730593084,-1
-1.422134447,2.1915369,-1
-3.056048981,1.273821406,-1
-2.846042748,1.902481044,-1
-1.354930075,0.839636785,-1
-1.521689825,0.818334251,-1
-1.710682528,1.198026602,-1
-1.099416026,0.951565747,-1
-2.103617031,0.092186646,-1
-2.213173628,0.546133099,-1
-1.82384048,0.987461727,-1
-1.466966086,0.353486464,-1
-1.606225691,0.40164102,-1
-2.297118464,1.855139249,-1
-2.370406006,1.002179236,-1
-2.187961718,0.888498278,-1
-2.248193577,0.866036302,-1
-0.713899137,1.002984759,-1
-2.726688154,0.938547336,-1
-2.35051679,1.735176936,-1
-1.968683749,1.093591623,-1
-1.33140505,1.31377379,-1
-2.018447293,1.008400329,-1
-2.021833406,0.801337398,-1
-2.229537762,1.23784588,-1
-1.608607258,0.386139107,-1
-1.910914458,1.475998585,-1
-2.034763429,1.595040048,-1
-1.634255417,1.217360464,-1
-1.597548071,1.160103525,-1
-2.194523311,1.689527327,-1
-1.691828823,1.187297834,-1
-2.216840192,0.566969609,-1
-2.417994284,0.753009851,-1
-2.002600418,1.397746237,-1
-1.108610576,0.483404266,-1
-1.554096203,1.17024122,-1
-1.645650013,1.479613173,-1
-1.635722123,0.792905188,-1
-1.318921978,0.307664566,-1
-2.159986994,0.882493452,-1
-2.648868765,0.591836246,-1
-1.911517994,1.34699147,-1
-1.880888993,1.17212362,-1
-2.043989546,1.3397622,-1
-2.476207726,1.56803091,-1
-1.767755922,0.299180797,-1
-2.197508253,0.780896299,-1
-2.16005959,1.028922477,-1
-2.479803897,1.413080742,-1
-2.152394871,0.733042723,-1
-2.56125337,1.180661566,-1
-1.920764492,0.661782086,-1
-1.907869227,0.4875179,-1
-2.050180217,1.449779874,-1
-2.094320519,1.943522196,-1
-2.128477066,1.534729509,-1
-1.520107376,1.094956924,-1
-1.562651136,0.987897534,-1
-2.0577804,1.581374393,-1
-1.86885835,1.096692838,-1
-2.233500694,1.294671154,-1
-2.971366616,1.157730322,-1
-1.645811934,0.913508949,-1
-2.021619387,0.725058045,-1
-1.199606996,0.623080096,-1
-2.068382641,1.642595532,-1
-1.009890352,0.983998672,-1
-1.491316391,1.497529167,-1
-1.489712306,0.792749242,-1
-1.582298371,1.039748584,-1
-1.875793452,1.169824287,-1
-1.506139364,0.642023235,-1
-1.930112902,0.900872265,-1
-2.734700977,0.395574753,-1
-2.208136223,1.363258812,-1
-1.83484573,1.561967897,-1
-1.994658373,1.569520362,-1
-2.293776817,0.451456543,-1
-1.846796139,0.913090687,-1
-2.52497339,0.683482644,-1
-2.582293453,1.461584933,-1
-1.843460455,1.151412761,-1
-2.077700727,0.960528844,-1
-1.788943716,0.444176962,-1
-2.129377486,0.941245284,-1
-1.594286424,1.3134981,-1
-1.841384948,1.982701401,-1
-1.533070226,1.344011542,-1
-2.560961613,0.333158952,-1
-2.176532699,1.568605774,-1
-1.769719266,1.487925219,-1
-2.144063343,1.088573058,-1
-2.041503844,1.320163593,-1
-1.804244074,-0.072390522,-1
-2.381642863,1.019426448,-1
-1.518467525,1.032778377,-1
-1.943413919,0.903645724,-1
-1.545428471,1.221195201,-1
-1.775705897,1.102584348,-1
-1.883404224,1.227018561,-1
-2.740678103,0.926894143,-1
-1.410754863,1.264038147,-1
-1.836639925,0.923382704,-1
-2.65349013,0.855347568,-1
-2.079672546,1.23197705,-1
-1.956646054,0.709791188,-1
-2.470333953,1.165856233,-1
-2.224689421,0.317671049,-1
-1.866153644,1.814456178,-1
